"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
71.0742063492063,0.155257112433593,0.139565195980716,92.0329365079365,0.155257112433593,0.0913045756571043,104.190476190476,0.167464333583986,0.104606004454182,61.9166666666667,0.128370404995102,0.167437090851778,99.3730158730159,0.141914731739304,0.129761607869544,100.855158730159,0.140327075549541,0.131489959747503
