"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
4.29285714285714,0.0473552774249841,0.40741229028393,83.2230158730159,0.00921060341385928,0.153780705686172,86.843253968254,0.0138583300010567,0.161703936958498,11.3039682539683,0.0682353274341302,0.43492294492425,26.3805555555556,0.0193364350439048,0.456291617300699,498.32619047619,0.0037920162059577,0.23252659849953
