"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
19.7416666666667,0.0679611371061983,0.303109429055033,23.7912698412698,0.0679611371061983,0.323283649498195,57.4583333333333,0.0778147158768453,0.248853955269879,70.9507936507937,0.0336405105892207,0.338499648548117,52.7436507936508,0.034825982436963,0.357918970597059,59.709126984127,0.0486341401711885,0.282800102902933
